u,e,k,min,threshold,value,Topic Recall,Class Entropy,Cluster Entropy,Total Entropy,Mean_Newsworthiness,NumberOfEvents
7,20,10,8,4,10,0.4555,1.2628,1.0348,1.1488,46.19,1036
7,20,10,8,15,2,0.4346,1.1143,1.2373,1.1758,43.84,1005
7,20,15,1,6,2,0.3983,1.2407,1.1900,1.2153,42.13,979
7,20,15,1,7,3,0.4110,1.3171,1.0034,1.1603,43.98,980
7,20,15,2,7,5,0.4115,1.2549,1.1426,1.1987,44.71,985
7,20,15,2,15,1,0.3638,1.1917,1.2632,1.2274,43.87,941
7,20,15,2,15,2,0.3758,1.4108,1.0268,1.2188,40.32,943
7,20,15,3,7,2,0.4159,1.3214,1.0555,1.1885,45.47,988
7,20,15,4,5,5,0.4085,1.0952,1.3117,1.2034,45.80,991
7,20,15,4,6,1,0.4060,1.2879,1.1372,1.2125,43.69,988
7,20,15,5,10,10,0.3910,1.1291,1.2717,1.2004,42.38,969
7,20,15,5,15,5,0.3855,1.2297,1.1715,1.2006,44.20,950
7,20,15,6,3,5,0.4165,1.1808,1.1312,1.1560,47.28,987
7,20,15,6,4,10,0.4057,1.0408,1.3778,1.2093,43.48,974
7,20,15,6,5,1,0.4015,1.1995,1.1449,1.1722,44.76,988
7,20,15,6,10,10,0.4036,1.0815,1.2664,1.1740,41.93,968
7,20,15,8,7,3,0.4204,1.0446,1.3382,1.1914,43.74,985
7,20,20,1,4,2,0.3266,1.1300,1.4268,1.2784,41.07,881
7,20,20,1,6,4,0.3416,1.4493,1.0732,1.2613,42.86,884
7,20,20,1,10,5,0.3308,1.1500,1.3991,1.2745,41.96,877
7,20,20,2,3,2,0.3352,1.2867,1.1978,1.2422,41.22,883
7,20,20,2,4,5,0.3378,1.3830,1.1724,1.2777,41.98,886
7,20,20,2,4,10,0.3311,1.4139,1.1665,1.2902,39.46,875
7,20,20,3,4,1,0.3348,1.2951,1.2061,1.2506,41.88,886
7,20,20,3,5,2,0.3328,1.2094,1.2944,1.2519,41.79,889
7,20,20,3,5,3,0.3232,1.1403,1.4620,1.3012,39.89,890
7,20,20,3,7,1,0.3385,1.3324,1.1868,1.2596,42.41,887
7,20,20,4,5,4,0.3390,1.3001,1.1969,1.2485,38.16,892
7,20,20,5,4,2,0.3374,1.1834,1.3646,1.2740,40.81,890
7,20,20,5,5,2,0.3365,1.3888,1.1421,1.2655,39.82,891
7,20,20,5,5,10,0.3190,1.1219,1.4248,1.2734,40.48,881
7,20,20,5,7,2,0.3308,1.4398,1.1051,1.2725,40.74,891
7,20,20,5,7,3,0.3261,1.1039,1.4052,1.2546,38.57,892
7,20,20,6,3,5,0.3280,1.2154,1.3066,1.2610,38.48,889
7,20,20,6,4,3,0.3395,1.2735,1.2166,1.2451,42.04,891
7,20,20,6,5,4,0.3380,1.3091,1.2328,1.2709,39.79,892
7,20,20,6,7,3,0.3374,1.4489,1.1267,1.2878,42.36,892
7,20,20,8,15,2,0.3189,1.3460,1.1815,1.2638,41.13,855
8,2,3,1,4,3,0.6856,0.8641,0.7447,0.8044,63.68,1308
8,2,3,2,3,1,0.6707,0.7445,0.8968,0.8206,60.35,1305
8,2,3,2,4,3,0.6891,0.7554,0.8633,0.8094,61.08,1325
8,2,3,3,15,2,0.6025,0.8826,0.9652,0.9239,55.18,1221
8,2,4,1,3,4,0.6666,0.7339,0.9774,0.8556,58.88,1316
8,2,4,1,15,1,0.5758,0.9348,1.0194,0.9771,53.34,1208
8,2,4,2,3,10,0.6468,0.8911,0.8330,0.8621,61.62,1285
8,2,4,2,4,1,0.6990,0.7412,0.8313,0.7862,63.76,1329
8,2,4,2,4,3,0.7080,0.6596,0.9073,0.7835,63.52,1342
8,2,4,2,10,2,0.6626,0.7549,0.9230,0.8390,61.87,1315
8,2,4,2,15,1,0.6057,0.8913,0.9360,0.9137,54.79,1219
8,2,4,2,15,5,0.5952,0.8267,1.0477,0.9372,55.06,1227
8,2,4,4,3,3,0.7189,0.7591,0.7873,0.7732,65.05,1354
8,2,4,4,15,4,0.6246,0.8745,0.9675,0.9210,60.31,1241
8,2,5,1,6,4,0.7008,0.9162,0.7091,0.8127,64.14,1342
8,2,5,1,15,4,0.6157,1.1418,0.7426,0.9422,55.95,1222
8,2,5,2,15,1,0.6211,1.0757,0.7798,0.9277,55.77,1225
8,2,5,3,5,2,0.7300,0.5700,0.9435,0.7567,67.73,1369
8,2,5,3,15,2,0.6150,0.9253,0.8916,0.9085,58.76,1239
8,2,5,4,5,4,0.7507,0.6071,0.8589,0.7330,66.92,1387
8,2,5,4,10,5,0.7108,0.7572,0.7824,0.7698,64.70,1351
8,2,5,5,7,4,0.7321,0.7378,0.7424,0.7401,67.15,1391
8,2,6,1,6,1,0.6940,0.6084,0.9594,0.7839,64.46,1332
8,2,6,1,6,3,0.6970,0.7381,0.8685,0.8033,64.85,1344
8,2,6,2,6,1,0.7313,0.7642,0.7149,0.7396,64.68,1351
8,2,6,2,15,1,0.6096,1.0392,0.8622,0.9507,57.58,1228
8,2,6,3,4,5,0.7202,0.8580,0.6838,0.7709,63.91,1372
8,2,6,3,5,5,0.7380,0.7189,0.7813,0.7501,67.89,1379
8,2,6,4,3,4,0.7233,0.6517,0.9198,0.7857,66.96,1372
8,2,6,4,5,3,0.7538,0.8800,0.5403,0.7101,67.02,1390
8,2,6,5,3,3,0.7229,0.6277,0.8929,0.7603,64.82,1373
8,2,10,1,6,4,0.6603,0.8462,0.8171,0.8316,58.77,1295
8,2,10,1,7,1,0.6620,0.8237,0.8614,0.8426,58.50,1282
8,2,10,2,7,4,0.6705,1.0324,0.6998,0.8661,63.81,1309
8,2,10,2,10,1,0.6542,1.0325,0.7300,0.8813,60.74,1275
8,2,10,3,3,10,0.6532,0.8970,0.7941,0.8456,60.34,1264
8,2,10,3,6,1,0.6806,0.8071,0.8562,0.8317,62.99,1311
8,2,10,5,3,3,0.7003,0.9472,0.6612,0.8042,63.47,1316
8,2,10,5,3,10,0.6304,1.0157,0.8293,0.9225,60.56,1272
8,2,10,6,6,10,0.6577,0.8480,0.8992,0.8736,59.46,1283
8,2,10,6,7,1,0.6639,1.0481,0.6611,0.8546,59.41,1316
8,2,10,6,7,5,0.6859,0.6636,0.9703,0.8170,62.96,1328
8,2,10,8,4,5,0.6717,0.8060,0.8446,0.8253,63.36,1303
8,2,10,8,5,4,0.6756,0.9075,0.7971,0.8523,60.18,1309
8,2,15,1,15,2,0.5021,1.0639,1.0869,1.0754,49.37,1087
8,2,15,2,5,1,0.5423,0.9089,1.0839,0.9964,52.01,1158
8,2,15,2,5,3,0.5503,1.1904,0.8259,1.0081,52.29,1164
8,2,15,2,6,5,0.5430,1.1560,0.8691,1.0126,51.11,1165
8,2,15,3,3,3,0.5342,1.2430,0.8512,1.0471,53.87,1163
8,2,15,3,5,2,0.5512,1.2167,0.8389,1.0278,55.89,1169
8,2,15,3,5,3,0.5619,0.8907,1.1196,1.0051,54.84,1171
8,2,15,3,7,10,0.5399,0.9920,1.0578,1.0249,53.87,1145
8,2,15,3,10,10,0.5258,1.1280,0.9259,1.0269,53.65,1132
8,2,15,5,4,2,0.5512,1.0981,0.9163,1.0072,52.46,1171
8,2,15,5,5,5,0.5563,1.0809,0.9205,1.0007,51.80,1177
8,2,15,5,10,3,0.5477,1.0184,0.9628,0.9906,53.88,1162
8,2,15,6,6,4,0.5705,0.8009,1.1615,0.9812,55.30,1177
8,2,15,6,7,5,0.5656,0.9038,1.0791,0.9915,55.11,1175
8,2,15,6,15,10,0.4846,0.9865,1.2005,1.0935,47.87,1083
8,2,15,8,7,4,0.5567,0.8110,1.2072,1.0091,52.45,1165
8,2,15,8,10,3,0.5263,1.1711,0.8740,1.0225,52.99,1150
8,2,20,1,6,10,0.4089,1.2874,1.0668,1.1771,46.60,990
8,2,20,4,3,3,0.4252,1.1452,1.1696,1.1574,46.86,1013
8,2,20,4,7,4,0.4284,1.2308,1.0628,1.1468,46.96,1018
8,2,20,4,10,10,0.4133,1.2766,1.0677,1.1721,46.14,992
8,2,20,4,15,1,0.3821,1.1240,1.3033,1.2137,42.87,969
8,2,20,5,3,1,0.4375,0.9994,1.3546,1.1770,44.89,1010
8,2,20,5,15,3,0.3832,1.1003,1.2865,1.1934,42.49,973
8,2,20,6,3,3,0.4236,1.0989,1.2335,1.1662,47.40,1013
8,2,20,8,3,5,0.4089,1.1952,1.2155,1.2054,46.31,1006
8,2,20,8,4,1,0.4148,1.3416,0.9791,1.1603,44.21,1005
8,2,20,8,5,10,0.3987,1.1369,1.2720,1.2045,45.70,995
8,2,20,8,7,2,0.4182,1.0808,1.2597,1.1702,46.77,1009
8,2,20,8,10,2,0.4220,1.2476,1.0607,1.1541,46.89,1001
8,2,20,8,15,4,0.3890,1.2627,1.1523,1.2075,42.83,967
8,2,20,8,15,10,0.3683,1.2784,1.1684,1.2234,39.89,952
8,3,3,1,4,1,0.6608,0.6864,1.0563,0.8713,59.20,1307
8,3,3,1,6,10,0.6387,1.0034,0.7793,0.8914,58.17,1280
8,3,3,1,7,4,0.6899,0.6796,0.9900,0.8348,64.30,1325
8,3,3,2,3,4,0.6784,0.8423,0.7766,0.8095,60.89,1328
8,3,3,2,3,10,0.6394,1.0334,0.7468,0.8901,60.57,1281
8,3,3,2,5,3,0.6966,0.6683,0.9121,0.7902,60.76,1342
8,3,3,2,6,2,0.7066,0.8742,0.6757,0.7749,66.37,1339
8,3,3,2,7,3,0.7219,0.9462,0.5849,0.7655,66.30,1342
8,3,3,3,6,2,0.7251,0.6480,0.8773,0.7626,65.84,1353
8,3,4,1,3,3,0.6822,0.9001,0.7241,0.8121,62.55,1325
8,3,4,1,3,10,0.6547,0.9936,0.7150,0.8543,58.52,1280
8,3,4,1,4,4,0.7032,0.7255,0.8699,0.7977,64.07,1336
8,3,4,1,6,2,0.6915,0.6569,0.9238,0.7904,61.96,1337
8,3,4,1,15,2,0.5941,1.1390,0.7493,0.9441,53.96,1219
8,3,4,1,15,4,0.5865,1.0970,0.8699,0.9835,57.44,1223
8,3,4,2,7,1,0.7188,0.9307,0.6349,0.7828,64.44,1347
8,3,4,3,3,10,0.6614,0.9223,0.7772,0.8497,61.90,1306
8,3,4,3,6,10,0.6855,0.8993,0.7086,0.8040,62.78,1321
8,3,4,3,7,5,0.7382,0.7188,0.7514,0.7351,63.63,1376
8,3,4,3,10,4,0.7054,0.9704,0.5883,0.7794,63.28,1345
8,3,4,4,6,10,0.7103,0.7579,0.8105,0.7842,64.90,1329
8,3,4,4,10,10,0.6638,0.9052,0.8104,0.8578,62.01,1301
8,3,5,1,3,3,0.6948,0.7665,0.8307,0.7986,65.52,1335
8,3,5,1,4,3,0.7072,0.6689,0.9356,0.8022,62.65,1345
8,3,5,1,5,1,0.6927,0.8780,0.7853,0.8317,60.52,1338
8,3,5,1,6,3,0.7183,0.9561,0.5646,0.7603,63.59,1353
8,3,5,2,10,5,0.6988,0.9699,0.5868,0.7783,65.64,1340
8,3,5,2,15,10,0.5946,0.9385,0.9375,0.9380,57.92,1208
8,3,5,3,3,1,0.7250,0.8784,0.6756,0.7770,65.35,1356
8,3,5,3,4,2,0.7154,0.8969,0.6290,0.7630,64.11,1376
8,3,5,4,3,10,0.6915,0.6229,0.9920,0.8075,61.40,1322
8,3,5,5,7,4,0.7597,0.5998,0.8519,0.7258,69.80,1408
8,3,5,5,10,5,0.7128,0.6467,0.9081,0.7774,66.49,1367
8,3,6,1,6,2,0.7299,0.7647,0.7179,0.7413,64.32,1352
8,3,6,1,15,4,0.6240,1.0548,0.7314,0.8931,58.09,1232
8,3,6,2,3,3,0.7156,0.8834,0.6363,0.7598,66.90,1359
8,3,6,2,3,4,0.7295,0.6348,0.8864,0.7606,63.42,1360
8,3,6,2,3,5,0.7175,0.8091,0.7632,0.7861,62.93,1359
8,3,6,2,4,2,0.7165,0.8798,0.6483,0.7641,64.93,1364
8,3,6,2,6,4,0.7549,0.5367,0.8563,0.6965,65.78,1381
8,3,6,2,7,1,0.7159,0.8111,0.7270,0.7691,62.16,1362
8,3,6,2,15,5,0.6179,0.9720,0.8384,0.9052,58.50,1243
8,3,6,3,4,5,0.7550,0.8839,0.5228,0.7033,66.29,1387
8,3,6,3,15,1,0.6206,0.7371,1.1020,0.9196,56.82,1244
8,3,6,3,15,2,0.6258,0.8868,0.9004,0.8936,60.82,1249
8,3,6,4,4,2,0.7625,0.6977,0.7524,0.7250,69.20,1392
8,3,6,4,5,1,0.7407,0.8883,0.5565,0.7224,66.76,1389
8,3,6,5,3,4,0.7435,0.7330,0.7073,0.7201,67.19,1391
8,3,6,5,6,3,0.7514,0.8255,0.5973,0.7114,67.62,1415
8,3,6,5,10,2,0.7124,0.9472,0.6116,0.7794,63.53,1366
8,3,6,5,15,3,0.6253,0.9097,0.8795,0.8946,57.20,1259
8,3,10,1,10,10,0.6227,0.9059,0.8962,0.9011,56.96,1241
8,3,10,2,10,2,0.6530,0.7165,0.9943,0.8554,60.12,1290
8,3,10,2,15,10,0.5665,1.1719,0.8228,0.9974,56.20,1179
8,3,10,3,4,3,0.7066,0.7939,0.8161,0.8050,63.73,1325
8,3,10,3,10,5,0.6814,0.6801,0.9206,0.8004,64.48,1305
8,3,10,3,15,3,0.5972,0.9946,0.8552,0.9249,55.30,1217
8,3,10,4,15,5,0.6124,0.7905,1.0686,0.9296,58.29,1221
8,3,10,5,3,5,0.6959,0.7765,0.8035,0.7900,60.88,1326
8,3,10,5,7,4,0.7091,0.7951,0.7858,0.7905,62.10,1343
8,3,10,6,6,4,0.7158,0.7656,0.7487,0.7571,63.11,1342
8,3,10,6,15,1,0.5805,0.8802,1.1053,0.9928,54.01,1214
8,3,10,8,4,3,0.6949,0.7292,0.9106,0.8199,64.92,1313
8,3,15,1,3,3,0.5257,1.1718,0.9407,1.0562,49.91,1153
8,3,15,1,3,10,0.5260,1.1319,0.9781,1.0550,53.41,1129
8,3,15,1,6,4,0.5449,1.0125,0.9926,1.0025,51.86,1162
8,3,15,2,4,10,0.5427,1.0113,1.0664,1.0388,50.67,1141
8,3,15,2,6,4,0.5467,1.1023,0.8913,0.9968,54.11,1172
8,3,15,2,6,5,0.5641,0.8413,1.1657,1.0035,52.95,1171
8,3,15,2,15,3,0.4821,1.1757,0.9720,1.0738,47.82,1101
8,3,15,3,3,5,0.5703,1.0482,0.9583,1.0033,53.18,1169
8,3,15,3,6,2,0.5742,1.1145,0.8592,0.9869,54.08,1176
8,3,15,3,6,4,0.5719,0.9479,1.0061,0.9770,54.82,1179
8,3,15,3,15,5,0.4845,1.1472,1.0226,1.0849,51.59,1106
8,3,15,4,3,2,0.5746,1.0842,0.8937,0.9890,53.10,1171
8,3,15,4,3,10,0.5369,1.1374,0.9183,1.0279,51.96,1147
8,3,15,4,4,4,0.5561,1.0213,1.0139,1.0176,51.53,1179
8,3,15,5,4,4,0.5740,0.9337,1.0267,0.9802,56.40,1180
8,3,15,5,4,5,0.5626,1.0767,0.9545,1.0156,55.85,1180
8,3,15,6,4,3,0.5630,1.0964,0.8733,0.9848,55.49,1178
8,3,15,6,7,3,0.5739,1.0195,0.9827,1.0011,55.24,1181
8,3,15,8,3,10,0.5270,1.1554,0.9109,1.0332,54.35,1137
8,3,20,3,3,4,0.4185,1.0951,1.2766,1.1859,45.59,1014
8,3,20,3,10,4,0.4205,1.2028,1.1203,1.1616,47.61,1010
8,3,20,3,10,10,0.4202,1.2719,1.0971,1.1845,47.59,994
8,3,20,4,7,10,0.4113,1.2380,1.1199,1.1790,47.19,1004
8,3,20,4,15,2,0.3975,1.4019,1.0060,1.2039,43.93,974
8,3,20,4,15,10,0.3771,1.2225,1.2713,1.2469,44.77,961
8,3,20,5,3,2,0.4221,1.2908,1.0658,1.1783,47.71,1016
8,3,20,5,3,3,0.4137,0.9998,1.3257,1.1628,44.95,1017
8,3,20,5,7,2,0.4326,1.0807,1.2848,1.1828,47.51,1021
8,3,20,8,4,1,0.4282,1.2753,1.0949,1.1851,45.34,1009
8,3,20,8,4,2,0.4098,1.1685,1.2453,1.2069,45.03,1011
8,3,20,8,4,3,0.4318,1.0089,1.2972,1.1530,48.30,1013
8,3,20,8,5,10,0.4110,1.2850,1.0940,1.1895,45.69,998
8,3,20,8,7,3,0.4286,1.2630,1.0323,1.1476,48.22,1014
8,5,3,1,3,1,0.6666,0.6965,1.0122,0.8544,63.53,1307
8,5,3,1,3,4,0.6941,0.8225,0.7510,0.7867,60.88,1319
8,5,3,1,5,3,0.7065,0.8636,0.6784,0.7710,65.76,1332
8,5,3,1,10,4,0.6608,0.9644,0.7411,0.8528,60.24,1307
8,5,3,1,15,4,0.5827,0.8566,1.0548,0.9557,57.21,1218
8,5,3,1,15,5,0.5984,1.0597,0.8574,0.9586,55.66,1217
8,5,3,2,4,10,0.6615,0.8191,0.8420,0.8305,63.03,1296
8,5,3,2,10,10,0.6513,0.7798,0.9372,0.8585,61.34,1277
8,5,3,3,3,5,0.7095,0.6912,0.9045,0.7979,65.82,1349
8,5,3,3,6,10,0.6641,0.7146,0.9679,0.8412,60.74,1314
8,5,3,3,7,10,0.6769,1.0339,0.6675,0.8507,62.22,1312
8,5,3,3,10,3,0.6921,0.9910,0.6174,0.8042,63.10,1335
8,5,4,1,5,5,0.7073,0.9502,0.6133,0.7818,65.47,1350
8,5,4,1,10,1,0.6976,0.6833,0.9545,0.8189,65.52,1310
8,5,4,1,15,4,0.6044,1.1192,0.7466,0.9329,58.25,1229
8,5,4,3,15,5,0.6339,0.9321,0.8807,0.9064,57.85,1249
8,5,5,1,6,2,0.7263,0.7708,0.7369,0.7539,66.97,1358
8,5,5,2,3,3,0.7244,0.5996,0.8957,0.7477,66.38,1365
8,5,5,2,6,4,0.7361,0.8931,0.6377,0.7654,65.11,1389
8,5,5,2,15,3,0.6303,1.0339,0.7849,0.9094,59.35,1247
8,5,5,3,4,1,0.7248,0.9550,0.6010,0.7780,63.36,1378
8,5,5,3,10,10,0.6908,0.9722,0.6172,0.7947,62.38,1311
8,5,5,3,15,2,0.6456,0.9333,0.7826,0.8580,59.73,1253
8,5,5,3,15,5,0.6327,0.8979,0.8898,0.8938,59.88,1256
8,5,5,4,5,5,0.7562,0.5909,0.8521,0.7215,66.61,1417
8,5,5,4,7,3,0.7757,0.6521,0.6797,0.6659,67.53,1417
8,5,5,4,10,1,0.7363,0.8911,0.6394,0.7653,65.94,1360
8,5,5,5,4,1,0.7430,0.8887,0.5332,0.7110,68.55,1393
8,5,5,5,4,10,0.6912,0.7487,0.9193,0.8340,65.03,1343
8,5,5,5,5,2,0.7609,0.4965,0.8609,0.6787,70.13,1413
8,5,5,5,6,1,0.7513,0.8310,0.5801,0.7056,67.94,1404
8,5,6,1,5,4,0.7212,0.9124,0.6499,0.7812,66.35,1367
8,5,6,1,6,5,0.7266,0.9284,0.6155,0.7719,67.35,1367
8,5,6,1,7,2,0.7189,0.9314,0.5795,0.7555,63.18,1360
8,5,6,1,15,4,0.6118,0.7455,1.0920,0.9188,56.03,1238
8,5,6,2,15,3,0.6180,0.8275,1.0207,0.9241,59.05,1249
8,5,6,3,3,2,0.7440,0.6511,0.8303,0.7407,66.18,1380
8,5,6,3,3,3,0.7400,0.9298,0.5584,0.7441,65.19,1386
8,5,6,3,4,1,0.7435,0.9184,0.5340,0.7262,65.81,1383
8,5,6,3,4,5,0.7598,0.8239,0.6115,0.7177,65.82,1400
8,5,6,3,5,4,0.7623,0.5295,0.8449,0.6872,68.86,1411
8,5,6,6,5,4,0.7803,0.5166,0.8108,0.6637,70.76,1426
8,5,6,6,6,2,0.7845,0.6564,0.7190,0.6877,69.24,1418
8,5,10,1,5,10,0.6408,0.8752,0.8542,0.8647,59.36,1267
8,5,10,1,6,2,0.6876,0.7776,0.8853,0.8315,64.32,1307
8,5,10,1,10,3,0.6691,0.8222,0.8672,0.8447,63.21,1286
8,5,10,1,10,4,0.6470,0.8168,0.9241,0.8705,59.15,1287
8,5,10,2,3,1,0.6609,0.8556,0.8912,0.8734,58.90,1302
8,5,10,2,3,4,0.7005,0.7935,0.7956,0.7946,65.40,1314
8,5,10,2,5,4,0.6826,0.8538,0.7850,0.8194,62.22,1328
8,5,10,2,5,10,0.6371,0.8253,0.9674,0.8964,59.53,1281
8,5,10,3,5,5,0.7128,0.6523,0.9229,0.7876,63.06,1340
8,5,10,3,15,3,0.5954,0.9128,0.9624,0.9376,54.44,1222
8,5,10,4,3,1,0.6993,0.8511,0.6991,0.7751,65.40,1321
8,5,10,4,3,4,0.6964,0.6022,0.9546,0.7784,63.09,1334
8,5,10,4,3,10,0.6548,0.8103,0.8984,0.8544,59.34,1286
8,5,10,5,10,3,0.6856,0.6269,1.0154,0.8211,59.98,1322
8,5,10,5,10,5,0.6972,0.8714,0.7674,0.8194,61.14,1322
8,5,10,6,5,3,0.7073,0.6667,0.8732,0.7699,63.20,1348
8,5,10,6,6,1,0.7047,0.9400,0.6716,0.8058,62.58,1338
8,5,10,8,4,4,0.6871,0.7132,0.9188,0.8160,60.56,1323
8,5,10,8,7,10,0.6435,0.9752,0.7676,0.8714,57.51,1281
8,5,15,1,3,2,0.5499,1.1624,0.8509,1.0066,50.93,1155
8,5,15,1,3,4,0.5430,1.0938,0.9147,1.0042,53.46,1158
8,5,15,1,3,5,0.5459,0.8968,1.1292,1.0130,53.90,1158
8,5,15,1,5,4,0.5616,0.9866,0.9890,0.9878,54.21,1166
8,5,15,1,15,10,0.4889,1.0333,1.0975,1.0654,51.26,1076
8,5,15,2,4,5,0.5644,0.9025,1.0360,0.9692,54.66,1172
8,5,15,3,3,2,0.5583,0.8897,1.1408,1.0152,52.35,1171
8,5,15,3,3,4,0.5624,0.8728,1.1369,1.0048,53.46,1175
8,5,15,3,10,3,0.5423,1.2187,0.8318,1.0253,51.02,1167
8,5,15,4,4,5,0.5607,1.0600,0.9643,1.0121,53.63,1183
8,5,15,4,7,5,0.5712,0.9087,1.0804,0.9945,54.31,1186
8,5,15,4,7,10,0.5298,1.0390,1.0097,1.0244,51.35,1159
8,5,15,4,15,10,0.4982,1.1549,0.9796,1.0672,52.48,1092
8,5,15,5,5,5,0.5675,0.9996,0.9345,0.9671,54.72,1188
8,5,15,6,5,2,0.5628,1.0514,0.9718,1.0116,53.66,1184
8,5,15,8,5,1,0.5415,1.0543,0.9513,1.0028,51.20,1169
8,5,15,8,6,1,0.5529,0.8743,1.1152,0.9948,53.68,1170
8,5,15,8,6,5,0.5658,0.8593,1.1410,1.0001,53.32,1176
8,5,20,1,3,2,0.4181,1.3445,1.0396,1.1920,43.53,1005
8,5,20,1,4,4,0.4124,0.9755,1.3481,1.1618,45.09,1010
8,5,20,2,3,5,0.4134,1.1247,1.1956,1.1602,42.55,1012
8,5,20,2,5,3,0.4414,1.1993,1.0577,1.1285,46.56,1017
8,5,20,2,6,2,0.4367,1.2913,0.9761,1.1337,45.20,1016
8,5,20,2,15,3,0.3889,1.3958,1.0434,1.2196,44.62,972
8,5,20,3,15,5,0.4085,1.1567,1.1801,1.1684,47.07,976
8,5,20,4,4,2,0.4264,1.1802,1.1945,1.1873,45.71,1021
8,5,20,4,6,5,0.4294,1.0626,1.2976,1.1801,45.19,1025
8,5,20,4,7,3,0.4465,1.0763,1.1615,1.1189,45.97,1024
8,5,20,4,15,3,0.3961,1.1562,1.2909,1.2235,45.64,978
8,5,20,5,3,1,0.4203,0.9914,1.3705,1.1809,47.03,1016
8,5,20,5,4,5,0.4276,1.3744,0.9882,1.1813,43.63,1023
8,5,20,5,15,2,0.3963,1.1624,1.2419,1.2022,43.74,978
8,5,20,5,15,10,0.3978,1.2606,1.1014,1.1810,42.41,964
8,5,20,6,4,10,0.4224,0.9946,1.3493,1.1720,44.74,1006
8,5,20,8,4,5,0.4267,1.0027,1.3539,1.1783,45.18,1015
8,10,3,1,3,1,0.6352,0.7367,1.0552,0.8959,59.30,1262
8,10,3,1,3,2,0.6403,1.0058,0.8097,0.9078,60.88,1267
8,10,3,1,7,4,0.6466,0.9696,0.7716,0.8706,62.26,1283
8,10,3,1,15,5,0.5609,1.1720,0.7909,0.9815,53.39,1185
8,10,3,2,10,5,0.6480,0.8749,0.8403,0.8576,61.65,1275
8,10,3,3,15,5,0.5886,1.0218,0.9062,0.9640,53.56,1202
8,10,4,1,4,10,0.6277,0.8926,0.8907,0.8917,58.90,1252
8,10,4,1,6,5,0.6758,0.6950,0.9630,0.8290,59.52,1298
8,10,4,2,7,1,0.6777,0.9702,0.6582,0.8142,62.73,1301
8,10,4,2,10,1,0.6605,0.7224,1.0211,0.8718,59.93,1278
8,10,4,4,5,3,0.7078,0.6299,0.9867,0.8083,63.26,1332
8,10,5,1,3,5,0.6713,0.9991,0.7233,0.8612,62.11,1292
8,10,5,1,5,2,0.6857,0.9871,0.6520,0.8196,64.10,1301
8,10,5,1,7,4,0.6568,0.7863,0.8913,0.8388,61.46,1306
8,10,5,2,5,5,0.6908,0.9017,0.7373,0.8195,63.30,1321
8,10,5,3,3,5,0.6840,0.6223,1.0120,0.8172,60.36,1320
8,10,5,4,6,4,0.7013,0.7310,0.8452,0.7881,63.57,1346
8,10,5,5,6,4,0.7147,0.6768,0.9180,0.7974,65.83,1349
8,10,6,1,3,2,0.6675,0.8573,0.8657,0.8615,62.67,1291
8,10,6,1,4,10,0.6194,0.7501,1.1297,0.9399,58.76,1261
8,10,6,1,5,10,0.6504,0.7525,0.9515,0.8520,58.24,1265
8,10,6,1,10,2,0.6412,0.9786,0.8282,0.9034,58.88,1280
8,10,6,2,4,10,0.6448,0.9174,0.8275,0.8725,60.33,1275
8,10,6,2,7,4,0.7073,0.8692,0.6810,0.7751,63.60,1326
8,10,6,2,10,5,0.6767,0.9016,0.7224,0.8120,60.26,1299
8,10,6,3,3,1,0.6897,0.6054,0.9731,0.7893,62.86,1312
8,10,6,3,3,2,0.6753,0.8872,0.7324,0.8098,60.47,1319
8,10,6,3,4,5,0.6836,0.9170,0.7397,0.8284,60.72,1332
8,10,6,3,7,4,0.7005,0.6243,0.9758,0.8000,62.89,1339
8,10,6,3,7,10,0.6716,0.9350,0.7781,0.8566,63.91,1290
8,10,6,4,3,5,0.6974,0.6186,0.9581,0.7883,63.81,1330
8,10,6,4,15,2,0.6087,0.9851,0.8908,0.9379,55.93,1223
8,10,6,6,6,2,0.7043,0.8807,0.6580,0.7694,61.52,1343
8,10,10,1,5,3,0.6383,1.0655,0.7000,0.8827,57.98,1264
8,10,10,1,10,5,0.6185,0.9037,0.8877,0.8957,57.56,1244
8,10,10,2,3,4,0.6328,0.8332,0.9963,0.9147,59.33,1268
8,10,10,2,5,4,0.6623,0.7842,0.9306,0.8574,60.76,1279
8,10,10,2,10,2,0.6247,0.9000,0.9398,0.9199,59.55,1254
8,10,10,3,10,10,0.6001,1.0164,0.8442,0.9303,58.64,1230
8,10,10,4,5,10,0.6259,0.9439,0.8445,0.8942,58.68,1255
8,10,10,5,7,3,0.6723,0.9363,0.7738,0.8551,61.99,1297
8,10,10,5,15,2,0.5746,1.0612,0.9062,0.9837,52.77,1192
8,10,10,6,3,2,0.6609,0.7543,0.9756,0.8650,59.17,1279
8,10,10,6,10,2,0.6337,1.0201,0.8154,0.9178,59.39,1269
8,10,15,1,3,1,0.5285,1.2297,0.8709,1.0503,49.85,1125
8,10,15,2,3,10,0.5029,0.9121,1.1989,1.0555,49.44,1116
8,10,15,2,4,10,0.5209,1.0019,1.0671,1.0345,52.49,1120
8,10,15,2,10,1,0.5224,0.9335,1.1736,1.0536,50.90,1128
8,10,15,2,15,5,0.4813,1.0032,1.2175,1.1104,48.53,1082
8,10,15,3,3,1,0.5178,1.2336,0.8503,1.0420,50.28,1140
8,10,15,3,6,4,0.5444,0.9990,1.0714,1.0352,53.94,1155
