u,e,k,min,threshold,value,Topic Recall,Total Entropy
5,10,4,4,5,3,0.4354,0.7096
5,10,4,4,15,1,0.3917,0.6868
5,10,5,1,4,1,0.4549,0.6975
5,10,5,1,6,5,0.4456,0.7247
5,10,5,2,3,4,0.4555,0.7099
5,10,5,2,7,4,0.4712,0.7571
5,10,5,2,15,2,0.4019,0.7289
5,10,5,3,3,2,0.4541,0.6982
5,10,5,3,5,1,0.4579,0.7258
5,10,5,4,6,2,0.4639,0.7527
5,10,5,4,7,4,0.4600,0.7774
5,10,5,4,10,2,0.4631,0.7755
5,10,5,4,10,4,0.4552,0.8005
5,10,5,5,7,1,0.4566,0.7725
5,10,6,1,10,2,0.4589,0.7944
5,10,6,1,15,2,0.4078,0.7390
5,10,6,2,10,5,0.4668,0.8163
5,10,6,3,3,5,0.4866,0.7687
5,10,6,4,15,10,0.4338,0.7868
5,10,10,1,15,5,0.4922,0.9017
5,10,10,1,15,10,0.4770,0.8521
5,10,10,2,5,5,0.5826,0.9200
5,10,10,2,6,1,0.5571,0.9103
5,10,10,2,15,2,0.4852,0.9106
5,10,10,2,15,3,0.4974,0.9150
5,10,10,3,3,1,0.5556,0.8644
5,10,10,3,4,1,0.5716,0.8961
5,10,10,3,4,3,0.5735,0.9269
5,10,10,4,4,2,0.5863,0.9284
5,10,10,4,7,1,0.5864,0.9541
5,10,10,4,7,5,0.6100,1.0073
5,10,10,4,15,4,0.5099,0.9665
5,10,10,5,7,2,0.5991,0.9997
5,10,10,6,4,4,0.6040,0.9646
5,10,10,6,5,4,0.5881,0.9923
5,10,10,8,3,3,0.5760,0.9257
5,10,15,1,6,4,0.6281,0.9571
5,10,15,3,6,4,0.6711,1.0153
5,10,15,3,6,5,0.6780,1.0175
5,10,15,3,15,4,0.5313,1.0119
5,10,15,4,6,10,0.6348,1.0139
5,10,15,5,4,4,0.6874,1.0124
5,10,15,5,6,2,0.6793,1.0341
5,10,15,6,3,5,0.6664,1.0008
5,10,15,6,6,5,0.7200,1.0710
5,10,15,6,7,10,0.6447,1.0456
5,10,20,1,3,5,0.5684,0.8628
5,10,20,1,5,2,0.5633,0.8936
5,10,20,2,5,10,0.5712,0.8951
5,10,20,2,7,3,0.5662,0.9560
5,10,20,2,7,4,0.5726,0.9452
5,10,20,2,10,2,0.5455,0.9721
5,10,20,4,3,5,0.5931,0.9135
5,10,20,4,6,10,0.5652,0.9281
5,10,20,4,15,4,0.5192,0.9711
5,10,20,8,3,1,0.5691,0.8832
5,10,20,8,6,4,0.5928,0.9824
5,10,20,8,7,2,0.5976,0.9858
5,10,20,8,10,3,0.5693,1.0279
5,10,20,8,15,3,0.5114,0.9524
5,20,3,1,7,2,0.3471,0.4382
5,20,3,2,5,3,0.3552,0.4341
5,20,3,2,6,3,0.3589,0.4457
5,20,3,2,10,10,0.3489,0.4378
5,20,3,2,15,5,0.3148,0.4310
5,20,3,3,4,10,0.3380,0.4165
5,20,3,3,5,4,0.3567,0.4427
5,20,4,1,3,3,0.3530,0.4414
5,20,4,1,3,4,0.3718,0.4584
5,20,4,3,4,3,0.3890,0.4575
5,20,4,3,7,4,0.3859,0.4900
5,20,4,3,7,5,0.3769,0.4934
5,20,4,3,15,4,0.3532,0.4795
5,20,4,4,10,10,0.3632,0.4920
5,20,5,1,10,2,0.3808,0.5035
5,20,5,3,4,1,0.3887,0.4937
5,20,5,3,15,10,0.3647,0.4952
5,20,5,4,7,3,0.3957,0.5229
5,20,5,5,4,2,0.3919,0.4994
5,20,5,5,7,10,0.4027,0.5133
5,20,6,1,3,2,0.4011,0.4918
5,20,6,1,7,4,0.3886,0.5312
5,20,6,1,7,10,0.3967,0.4966
5,20,6,2,7,2,0.4057,0.5332
5,20,6,2,15,3,0.3855,0.5241
5,20,6,2,15,10,0.3553,0.4972
5,20,6,3,4,4,0.4143,0.5204
5,20,6,3,15,2,0.3792,0.5319
5,20,6,5,6,5,0.4230,0.5545
5,20,6,5,7,4,0.4091,0.5332
5,20,6,6,3,10,0.4061,0.4854
5,20,6,6,6,1,0.4229,0.5340
5,20,10,1,15,1,0.3961,0.5586
5,20,10,2,6,3,0.4723,0.5958
5,20,10,2,10,10,0.4446,0.5963
5,20,10,3,3,3,0.4590,0.5611
5,20,10,3,10,3,0.4640,0.6113
5,20,10,3,10,5,0.4808,0.6178
5,20,10,4,5,1,0.4820,0.6002
5,20,10,4,15,4,0.4231,0.6145
5,20,10,5,6,3,0.4820,0.6220
5,20,10,6,7,3,0.4912,0.6207
5,20,10,6,15,1,0.4226,0.5856
5,20,10,8,6,4,0.4877,0.6300
5,20,10,8,10,5,0.4793,0.6246
5,20,10,8,15,2,0.4205,0.5885
5,20,15,1,3,4,0.4922,0.5867
5,20,15,1,7,5,0.4946,0.6096
5,20,15,2,10,3,0.4876,0.6473
5,20,15,4,5,1,0.5060,0.6163
5,20,15,4,7,4,0.5203,0.6439
5,20,15,5,3,2,0.5047,0.5891
5,20,15,5,5,2,0.5118,0.6415
5,20,15,5,15,5,0.4661,0.6327
5,20,15,6,4,1,0.5233,0.6165
5,20,15,6,5,1,0.5061,0.6349
5,20,15,6,5,5,0.5224,0.6496
5,20,15,6,6,5,0.5181,0.6633
5,20,15,8,5,3,0.5190,0.6204
5,20,15,8,6,2,0.5226,0.6458
5,20,15,8,15,4,0.4582,0.6188
5,20,20,1,3,3,0.4401,0.5385
5,20,20,1,4,5,0.4526,0.5770
5,20,20,1,6,2,0.4436,0.5931
5,20,20,4,3,3,0.4755,0.5719
5,20,20,4,10,3,0.4727,0.6228
5,20,20,5,4,3,0.4805,0.5999
5,20,20,5,7,2,0.4754,0.6327
5,20,20,5,7,4,0.4880,0.6332
5,20,20,5,15,10,0.4144,0.5985
5,20,20,6,3,2,0.4609,0.5951
5,20,20,6,4,3,0.4696,0.6017
5,20,20,6,4,5,0.4735,0.6145
5,20,20,8,5,3,0.4791,0.5921
5,20,20,8,6,4,0.4964,0.6222
5,20,20,8,10,5,0.4700,0.6429
5,20,20,8,15,10,0.4242,0.5791
